substance_class	substance_source	substance_name	substance_smiles	substance_zinc_id	substance_iupac	substance_binding_site	measurement	activity_KCNQ1_uM	activity_KCNQ1_KCNE1_uM	activity_KCNQ2_uM	activity_KCNQ3_uM	activity_KCNQ2_KCNQ3_uM	activity_KCNQ4_uM	activity_KCNQ5_uM	activity_KCNQ3_KCNQ5_uM	activity_hERG_uM	activity_GABAA_uM	reference	status	comment
NA	Surur_Jan2019	Surur_Jan2019_9e	CCOC(=O)Nc2ccc(Sc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9f	CCOC(=O)Nc2ccc(SCN1CCCCC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9g	CNc2nc(Sc1ccccc1)ccc2NC(=O)c3cc(F)cc(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9h	CCOC(=O)Nc2ccc(Sc1ccc(F)cc1)nc2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_10a	Nc2nc(S(=O)c1ccc(F)cc1)ccc2NC(=O)c3ccc(F)c(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_10b	CCOC(=O)Nc3ccc(S(=O)c2ccc(c1ccccc1)cc2)nc3N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_10c	CCOC(=O)Nc2ccc(S(=O)c1cc(OC)cc(OC)c1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_10d	CCOC(=O)Nc2ccc(S(=O)c1ccc(F)cc1)nc2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	flupirtine	flupirtine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	ZINC1473	ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7a	CCOC(=O)Nc2ccc(NC1CCCCC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7b	CCOC(=O)Nc2ccc(NCCCN1CCOCC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7c	CCOC(=O)Nc2ccc(NC1CC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7d	CCOC(=O)Nc2ccc(NC1CCCC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7e	CCOC(=O)Nc2ccc(NC1CCCC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7f	CCOC(=O)Nc2ccc(N1CCN(CCO)CC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7g	CCOC(=O)Nc2ccc(N1CCN(C)CC1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7h	CCOC(=O)Nc2ccc(NCCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7i	CCOC(=O)Nc2ccc(Nc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7j	CCOC(=O)Nc2ccc(NC(=O)c1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_7k	CCOC(=O)Nc2ccc(OCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11a	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11b	CCOC(=O)Nc2ccc(NCc1ccccc1)nc2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11c	CCOC(=O)Nc2ccc(NCc1cccc(OC)c1)nc2C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11d	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2NC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11e	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11f	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2OC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11g	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2OC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_11h	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N3CCOCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12a	CCCC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12b	NCC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12c	Nc2nc(NCc1ccc(F)cc1)ccc2NC(=O)[C@H](N)c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12d	Nc2nc(NCc1ccc(F)cc1)ccc2NC(=O)[C@@H](N)c3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12e	Nc3ccc(C(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N)cc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12f	Nc2nc(NCc1ccc(F)cc1)ccc2NC(=O)c3ccc(N(=O)=O)cc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12g	Cc3cccc(NC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12h	Nc2nc(NCc1ccc(F)cc1)ccc2NC(=O)c3ccc(F)cc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12i	Nc2nc(NCc1ccc(F)cc1)ccc2NC(=O)Cc3cc(F)cc(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12j	Cc3ccc(NC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N)cc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12k	Nc2nc(NCc1ccc(F)cc1)ccc2N3C(=O)CCC3=O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_12l	Nc2nc(NCc1ccc(F)cc1)ccc2n4c(=O)c3ccccc3c4=O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_16a	Nc2cc(NCc1ccc(F)cc1)ccc2NC(=O)c3ccc(F)cc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_16b	Nc2cc(NCc1ccc(F)cc1)ccc2NC(=O)Cc3cc(F)cc(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_21a	CCOC(=O)Nc2cc(C)c(NCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_21b	CCOC(=O)Nc2cc(C)c(NCc1ccc(F)cc1)nc2N3CCOCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_22a	Nc2nc(NC1CCCCC1)ccc2NC(=O)OCc3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_22b	Nc2nc(NC1CCCCC1)ccc2NC(=O)c3ccc(F)c(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_22c	Nc2nc(NC1CC1)ccc2NC(=O)c3ccc(F)c(F)c3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_22d	CCCC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2OCc3ccccc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_22e	CCCC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2OC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_25a	O=C(Nc2ccc(NC1CCCCC1)nc2N3CCOCC3)c4ccc(F)c(F)c4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_25b	O=C(Nc2ccc(NC1CCCCC1)cc2N3CCOCC3)c4ccc(F)c(F)c4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	Surur_Apr2019	Surur_Apr2019_25c	COc4ccc(C(=O)Nc2ccc(NC1CCCCC1)cc2N3CCOCC3)cc4OC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1039/C9OB00511K)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	PF-05020182	PF-05020182	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_3	COc2nc(N1CCSCC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_4	COc2nc(N1CCC(F)(F)CC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_5	COc2nc(N1CCCOCC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_6	COc2nc(N1CCCCC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_7	COc2nc(N1CC(F)(F)C1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_8	COc2nc(N1CCOCC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_9	COCCN(C)c1nc(OC)c(NC(=O)CC(C)(C)C)c(OC)n1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_10	COc2nc(N1CCC(OC(C)C)CC1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_11	COc2nc(N1CC(OC)C1)nc(OC)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_12	COc3nc(N1C[C@H]2C[C@@H]1CO2)nc(OC)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_13	COc3nc(N2CC1(COC1)C2)nc(OC)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_14	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CCC3CCCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_15	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CC3CCCCC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_16	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CCC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_17	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CCC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Davoren_2015	Davoren_2015_18	COc2nc(N1CCC(OC)CC1)nc(OC)c2NC(=O)CC(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Davoren, 2015, 10.1016/j.bmcl.2015.04.074)	NA	NA
NA	Yang_2018	Yang_2018_1	Cc2cc(N1CCCCC1)cc(C)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_2	Cc2cc(N1CCC(C)(C)CC1)cc(C)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_3	Cc2cc(N1CCC(=O)CC1)cc(C)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_4	Cc2cc(C1CCCCN1)cc(C)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_5	Cc2cc(CN1CCCCC1)cc(C)c2NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_6	Cc3cc(N2CCC(N1CCCCC1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_7	Cc3cc(N2CCC(N1CCOCC1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_8	Cc3cc(N2CCC(c1ccccc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_9	Cc3cc(N2CCC(c1ccccc1F)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_10	Cc3cc(N2CCC(c1ccccc1C(F)(F)F)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_11	Cc3cc(N2CCC(c1cccc(F)c1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_12	Cc3cc(N2CCC(c1cccc(C(F)(F)F)c1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_13	Cc3cc(N2CCC(c1cccc(Cl)c1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_14	Cc3cc(N2CCC(c1ccc(C(F)(F)F)cc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_15	Cc3cc(N2CCC(c1ccc(Cl)cc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_16	Cc3cc(N2CCC(c1ccncc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_17	Cc3cc(N2CCC(c1cccnc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_18	Cc3cc(N2CCN(c1cccc(C(F)(F)F)c1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_19	Cc3cc(N2CCN(c1ccc(C(F)(F)F)cc1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_20	Cc3cc(N2CCN(c1ccccn1)CC2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_21	Cc3cc(CN2CCc1ccccc1C2)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Yang_2018	Yang_2018_22	Cc3cc(CN2CCCc1ccccc12)cc(C)c3NC(=O)CC(C)(C)C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Yang, 2018, 10.1016/j.bmcl.2018.04.040)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_15	CS(=O)(=O)c3cccc(CNC(=O)c1cc(C(F)(F)F)ccc1Sc2ccccc2)c3	NA	NA	NA	NA	-175	34	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
NA	Seefeld_2018_1	Seefeld_2018_16	CS(=O)(=O)c3cccc(CNC(=O)c1cc(C(F)(F)F)ccc1Oc2ccccc2)c3	NA	NA	NA	NA	-245	23	NA	NA	NA	NA	NA	NA	NA	NA	(Seefeld, 2018, 10.1016/j.bmcl.2018.09.036)	NA	NA
