reference	substance_name	receptor	cell_line	measurement	assay_params	value	units	significant	info	retigabine_site	ICA27243_site
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_468	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_469	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_470	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_471	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_472	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_473	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_474	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_475	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_476	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_477	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_478	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_479	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_480	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_481	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_482	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_483	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_484	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_485	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_486	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_487	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_488	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_489	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_490	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_491	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_492	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_493	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_494	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_495	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_496	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_497	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_498	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_499	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_500	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_501	KCNQ2/3	HEK	thallium flux assay	IC50	**	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_502	KCNQ2/3	HEK	thallium flux assay	IC50	*	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_503	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_504	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_505	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_506	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_507	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_508	KCNQ2/3	HEK	thallium flux assay	IC50	**	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_509	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_510	KCNQ2/3	HEK	thallium flux assay	IC50	**	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_511	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_512	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_513	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_514	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_515	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_516	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_517	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_518	KCNQ2/3	HEK	thallium flux assay	IC50	**	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_519	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_520	KCNQ2/3	HEK	thallium flux assay	IC50	*	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_521	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_522	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_523	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_524	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_525	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_526	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_527	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_528	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_529	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_530	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_531	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_532	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_533	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_534	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_535	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_536	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_537	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_538	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_539	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_540	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_541	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_542	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_543	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_544	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_545	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_546	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_547	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_548	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_549	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_550	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_551	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_552	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_553	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_554	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_555	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_556	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_557	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_558	KCNQ2/3	HEK	thallium flux assay	IC50	**	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_559	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_560	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_561	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_562	KCNQ2/3	HEK	thallium flux assay	IC50	***	3-10 μM (*), 1-3 μM (**), and <1 μM (***)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Amato, 2011, 10.1021/ml200053x)	ICA-069673 (ICA73)	KCNQ2/3	CHO	6Rb+Efflux	EC50	0.69	uM	NA	NA	NA	NULL
(Amato, 2011, 10.1021/ml200053x)	ICA-069673 (ICA73)	KCNQ3/5	CHO	6Rb+Efflux	EC50	14.3	uM	NA	NA	NA	NULL
(Amato, 2011, 10.1021/ml200053x)	ICA-069673 (ICA73)	KCNQ1	CHO	6Rb+Efflux	IC50	>100	uM	NA	NA	NA	NULL
Brueggemann, 2014, 10.1124/mol.114.093799	ICA-069673 (ICA73)	KCNQ4	A7r5	whole-cell perforated patch configuration	ΔV1/2@100uM	-53.3	mV	NA	NA	NA	NULL
Brueggemann, 2014, 10.1124/mol.114.093800	ICA-069673 (ICA73)	KCNQ4-W242L	A7r6	whole-cell perforated patch configuration	ΔV1/2@100uM	-49	mV	NA	NA	NA	NULL
Brueggemann, 2014, 10.1124/mol.114.093800	ICA-069673 (ICA73)	KCNQ4- F143A	A7r6	whole-cell perforated patch configuration	ΔV1/2@100uM	-11.7	mV	NA	NA	NA	NULL
Brueggemann, 2014, 10.1124/mol.114.093800	ICA-069673 (ICA73)	KCNQ5	A7r6	whole-cell perforated patch configuration	ΔV1/2@100uM	-16	mV	NA	NA	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Aplitude	IC50	4.5	uM	NA	(Spontaneous phastic Contractions)	NA	IC50s changes depending on type of Contractions looked at
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Aplitude	IC50	5.5	uM	NA	Carbachol induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Aplitude	IC50	5.3	uM	NA	kcl-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Aplitude	IC50	9.8	uM	NA	10-Hz EFS-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Muscle Force	IC50	3.2	uM	NA	(Spontaneous phastic Contractions)	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Muscle Force	IC50	18.9	uM	NA	Carbachol induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Muscle Force	IC50	5.3	uM	NA	kcl-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Muscle Force	IC50	7.6	uM	NA	10-Hz EFS-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Duration	IC50	9.8	uM	NA	(Spontaneous phastic Contractions)	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Duration	IC50	13.3	uM	NA	Carbachol induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Duration	IC50	11.1	uM	NA	kcl-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Duration	IC50	n/a	uM	NA	10-Hz EFS-induced contractions	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Frequency	IC50	11.9	uM	NA	(Spontaneous phastic Contractions)	NA	NULL
Provence, 2015, 10.1124/jpet.115.225268	ICA-069673 (ICA73)	KCNQ2 and KCNQ3	DSM Cells	Contraction Frequency	IC50	n/A	uM	NA	Carbachol induced contractions	NA	NULL
